Restaurant Name,Rating,Reviews,Cuisine,Address,City,Restaurant URL,Image URL
The Globe Grub,4.0,4248.0,"North Indian, Chinese, Asian","1-73/D/2 & 13, 202 & 203, 2nd Floor, Raichandani Business Park, Serilingampally, Gachibowli flyover, Hyderabad, Gachibowli, Hyderabad",Hyderabad,/hyderabad/the-globe-grub-gachibowli/info,https://b.zmtcdn.com/data/pictures/4/19329944/4df5cad51e99dccca859affc1d04c836_featured_v2.jpg
Lé Vantage Cafe Bar,4.3,3331.0,"Cafe, Continental, Coffee","Plot 197/A and 197, Road 13, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/lé-vantage-cafe-bar-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/2/18549662/1bd4465671e2f80fca6fc281ab810f80_featured_v2.jpg
Exotica,4.5,13.0,"North Indian, Biryani, Kebab","5th Floor, 12th Square Building, Road 12, Banjara Hills, Hyderabad",Hyderabad,/hyderabad/exotica-banjara-hills/info,https://b.zmtcdn.com/data/pictures/4/90744/9c2ab9d8e74c1c79aa8b5404d86602c2_featured_v2.jpg
Illuzion Club & Kitchen,4.0,188.0,Hyderabadi,"8-2-293/82/A/135/1, Road Number 10, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/illuzion-club-kitchen-jubilee-hills/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Forefathers,4.4,3130.0,"Finger Food, Pizza, Bar Food","872, CBI Colony, Masthan Nagar, Road 45, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/forefathers-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/9/21156189/1531da8590e24ca73544cefc9b96b9e5_featured_v2.jpg
President Dhaba Bar & Kitchen,4.1,7839.0,"North Indian, Chinese, Seafood","1217/A, 4 Floor, Road 36, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/president-dhaba-bar-kitchen-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/0/18795170/b6047e53bdb9ebce032c9505dc23eed0_featured_v2.jpg
Narumi Pan Asian Kitchen & Bar,4.5,929.0,Chinese,"Ground Floor, Argus Building, Silpa Gram Craft Village, Near Knowledge City Road, Hitech City, Hyderabad",Hyderabad,/hyderabad/narumi-pan-asian-kitchen-bar-hitech-city/info,https://b.zmtcdn.com/data/pictures/3/22423933/466c92483305f9737c491db941854ee6_o2_featured_v2.jpg
Jathara Bar & Kitchen,4.1,5306.0,"South Indian, Alcoholic Beverages, Biryani","8-2-293, Pillar 1630, Jawahar Colony, Road 36, Near Apurupa Towers, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/jathara-bar-kitchen-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/2/20919932/26afccecee8ac794a297f9566def31b5_featured_v2.jpg
Resign Skybar,4.3,1636.0,"Bar Food, South Indian, Pizza","4/1 &4/64, Ohris Cyber Centre Huda Techno Enclave, Mindspace, Hitech City, Hyderabad",Hyderabad,/hyderabad/resign-skybar-hitech-city/info,https://b.zmtcdn.com/data/pictures/9/21877989/27a95a8df350c6706fde5b49890ddd84_o2_featured_v2.jpg
The Lal Street - Bar Exchange,3.9,4779.0,"Finger Food, North Indian, Chinese","Level 2, SLN Terminus Mall, Gachibowli, Hyderabad",Hyderabad,/hyderabad/the-lal-street-bar-exchange-gachibowli/info,https://b.zmtcdn.com/data/pictures/chains/0/18402110/eb2934c5ca91e9555ed46b45e129ab10_featured_v2.jpg
Burma Burma - Hitech City,4.6,3522.0,"Asian, Burmese, Bubble Tea","Shop CD-01-02, Survey 83/1, Ground Floor, Octave Block, Hitech City, Hyderabad",Hyderabad,/hyderabad/burma-burma-hitech-city-hitech-city/info,https://b.zmtcdn.com/data/pictures/1/20788521/d0b430311cc584eb2305a9548c511d7a_featured_v2.jpg
Kyma,4.5,739.0,"Asian, Mediterranean","8 & 9, A Wing, Tower 2, Pan Maktha Village, Raidurg, Hitech City, Hyderabad",Hyderabad,/hyderabad/kyma-hitech-city/info,https://b.zmtcdn.com/data/pictures/5/21962725/f44ff3905fc5ebf104b50e56cea0fbab_featured_v2.jpg
Echoes,4.3,2893.0,"Pizza, Burger, Pasta","Plot 75, SY, Brundavan Colony, Rangareddy, Narsingi, Hyderabad",Hyderabad,/hyderabad/echoes-narsingi/info,https://b.zmtcdn.com/data/pictures/5/21153085/683cd531d00eb5d681bf8c98485c14b5_featured_v2.jpg
Aidu Kitchen,4.3,3351.0,"South Indian, Andhra, Kerala","Plot Number. 1057/G, Near SBI Bank, Cable Bridge Road, Nandagiri Hills, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/aidu-kitchen-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/7/21066027/cefeafeafbafba5a5fff543a4d6cd86c_featured_v2.jpg
Vivaha Bhojanambu,4.2,20.0,"Biryani, Andhra, South Indian","Shop 12, Ground Floor, Eden Square, Regimental Bazaar, Shivaji Nagar, Near Apollo Hospital, Secundrabad, Secunderabad",Hyderabad,/hyderabad/vivaha-bhojanambu-secundrabad-secunderabad/info,https://b.zmtcdn.com/data/pictures/0/18629270/05d5c34817dac54e8abcb629cca81823_featured_v2.jpg
Underdoggs,3.7,1613.0,"North Indian, Beverages, Continental","Floor-3, Plot No:16, Sy No:83/1, A 108, Sattva Knowledge Park, Raidurg Village, Hitech City, Hyderabad",Hyderabad,/hyderabad/underdoggs-hitech-city/info,https://b.zmtcdn.com/data/pictures/7/21894267/58e2857a2d0d8458a0b85e4e5ee5999b_featured_v2.jpg
Noho - Progressive Asian House,4.4,2986.0,"Bar Food, Asian, Japanese","Plot 1057/G, Near SBI Bank, Nandagiri Hills, Cable Bridge Road, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/noho-progressive-asian-house-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/5/21166575/aed1cca60471798e67134205b09482b5_featured_v2.jpg
Telangana Spice Kitchen Bar & Grill,4.1,2431.0,"Beverages, Desserts, Hyderabadi","Gate 7, Sattva Knowledge Park, Silpa Gram Craft Village, Hitech City, Hyderabad",Hyderabad,/hyderabad/telangana-spice-kitchen-bar-grill-hitech-city/info,https://b.zmtcdn.com/data/pictures/9/21554309/310b1ae02a11d46ceb8539c625d4ecf2_featured_v2.jpg
Elsewhere Lounge & Kitchen,4.3,3155.0,"North Indian, Mughlai, Continental","Fantasy Square, 5th Floor, Jayabheri Pine Valley, Old Mumbai Highway, Gachibowli, Hyderabad",Hyderabad,/hyderabad/elsewhere-lounge-kitchen-gachibowli/info,https://b.zmtcdn.com/data/pictures/4/19899034/3cf3ee9f2aa89103e37cc424f2444323_featured_v2.jpg
Kompound,4.4,1408.0,"Indo-Chinese, Bar Food, South Indian","Sai Laxmi road 4, Financial District, Wave Rock Road, Serilingampalle Nanakramguda, Hyderabad",Hyderabad,/hyderabad/kompound-nanakramguda/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
The Beer Cartel,4.6,1273.0,"Chinese, Continental","Silpa Gram Craft Village, Sattva Knowledge Park, Rai Durg, Hitech City, Hyderabad",Hyderabad,/hyderabad/the-beer-cartel-hitech-city/info,https://b.zmtcdn.com/data/pictures/8/21187598/afd686e9f34c009188de31d38c4642e0_featured_v2.jpg
Jonathan's Kitchen,4.0,13.0,"Continental, Italian, International","Survey 27/1-2-3-4, Nanakramguda, Financial District, Financial District, Hyderabad",Hyderabad,/hyderabad/jonathans-kitchen-financial-district/info,https://b.zmtcdn.com/data/pictures/chains/6/96626/9352dfe3f7913d1093f452f98b69e908_featured_v2.jpg
Tabula Rasa,4.5,4737.0,"North Indian, South Indian, Asian","Survey 92A, 92AA, Plot 6, 7, 8, 9, 10 & 11, Serilingampally, Circle 49, Nanakramguda, Hyderabad",Hyderabad,/hyderabad/tabula-rasa-nanakramguda/info,https://b.zmtcdn.com/data/pictures/3/20826013/8d5a8d40bcec95388c80ddba2c223baf_featured_v2.jpg
Grease Monkey Lounge Bar & Kitchen,3.9,711.0,"Bar Food, North Indian, Italian","5th Floor, Empire Square Building, Road 36, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/grease-monkey-lounge-bar-kitchen-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/3/19948263/fc5cb97e68dd38fdd7952874b467614a_featured_v2.jpg
Broadway,4.2,5762.0,"Continental, Pizza, Chinese","CBI Colony, Rina Mandal Road, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/broadway-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/2/18807262/6dacf3d304b499ee3f1ea89bb166240a_featured_v2.jpg
President Dhaba,4.0,31.0,"North Indian, Chinese, Mughlai","36 Capital Pk Road, Cyber Hills Colony, VIP Hills, Silicon Valley Madhapur, Hyderabad",Hyderabad,/hyderabad/president-dhaba-madhapur/info,https://b.zmtcdn.com/data/pictures/0/18557350/5eb3cb3b3e106d0b296927716477d5c0_featured_v2.jpg
Telangana Spice Kitchen - Bar & Grill,4.3,1358.0,"South Indian, Biryani, Hyderabadi","Plot 373, Road Number 10, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/telangana-spice-kitchen-bar-grill-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/7/22458277/7c6b4de20c5120f7cce32a7fb6c8340a_o2_featured_v2.jpg
One8 Commune,4.3,2084.0,"European, Continental, Pizza","1st Floor, The Loft, Hitech City, Hyderabad",Hyderabad,/hyderabad/one8-commune-hitech-city/info,https://b.zmtcdn.com/data/pictures/2/21219332/e06f41e2ba898caad0888f553e175601_featured_v2.jpg
Mughal Darbar,4.4,443.0,"South Indian, Mughlai, Desserts","1st Floor, Apurupa PCH Towers, Road 36, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/mughal-darbar-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/7/22612577/10689bff48e7f0232792d4076e77bcde_o2_featured_v2.jpg
Taamara - South Indian Artisan Kitchen,3.9,816.0,"South Indian, Desserts","Survey 50, Plot 78/79, Circle 20, Diamond Hills, Gachibowli Road, Gachibowli, Hyderabad",Hyderabad,/hyderabad/taamara-south-indian-artisan-kitchen-gachibowli/info,https://b.zmtcdn.com/data/pictures/6/22237236/67c1d70d8e0501b9be55a14a5138c560_o2_featured_v2.jpg
Fusion 9,3.9,3848.0,"Continental, Italian, Oriental","Unit T1 & T3, 5th Floor, Inorbit Mall, Mind Space, Madhapur, Hyderabad",Hyderabad,/hyderabad/fusion-9-madhapur/info,https://b.zmtcdn.com/data/pictures/8/93598/31a4f7f8b45b103173613088dce91124_featured_v2.jpg
Cara Cara,4.3,1524.0,"Bar Food, Chinese, North Indian","8th Floor, Hotel Daspalla Hyderabad, Road No. 37, CBI Colony, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/cara-cara-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/8/20985998/8bb4137ed16ca0852207a5e6693f531f_featured_v2.jpg
TTeokBoKKi,4.2,3455.0,"International, Korean, Japanese","Survey 66/2, Plot 32, 2nd Floor, teja sarees building, Chitrapuri Colony, Rainbow Vista, Khajaguda, Naga Hills, Circle 20, Gachibowli, Hyderabad",Hyderabad,/hyderabad/tteokbokki-gachibowli/info,https://b.zmtcdn.com/data/pictures/4/21704144/f2058250a85eb8df45d008463504cbb5_featured_v2.jpg
Masterpiece,3.9,6191.0,"South Indian, North Indian, Salad","4th Floor, Preston Prime Mall, Lumbini Avenue, Hitech City Main Road, Gachibowli, Hyderabad",Hyderabad,/hyderabad/masterpiece-gachibowli/info,https://b.zmtcdn.com/data/pictures/0/21097260/338d89c78005be35dfc3b4beb0875f66_o2_featured_v2.jpg
Luno - Lounge Bar & Kitchen,4.2,5689.0,"North Indian, Chinese, Sushi","Survey 237, 252, ISB Rd, Vattinagulapally, Nanakramguda, Circle 11, Financial District, Hyderabad",Hyderabad,/hyderabad/luno-lounge-bar-kitchen-financial-district/info,https://b.zmtcdn.com/data/pictures/7/20953447/3758b84b3d22fa1ddfb14904e8365b8e_o2_featured_v2.jpg
Brew Times,4.3,615.0,Continental,"2-88/AM/401, Survey 342/1, Gandipet, Hyderabad",Hyderabad,/hyderabad/brew-times-gandipet/info,https://b.zmtcdn.com/data/pictures/3/22606973/a631d0d69f6c48e65c7a1a718fd81223_o2_featured_v2.jpg
Nando's- Flame Grilled PERi- PERi Chicken,4.5,3283.0,"Portuguese, Burger, Healthy Food","Unit PL 11-B, Survey 83/1, Plot 9, 10/A, 10/B & 8B/2, Ground Floor, Tower 30, Hitech City, Hyderabad",Hyderabad,/hyderabad/nandos-flame-grilled-peri-peri-chicken-1-hitech-city/info,https://b.zmtcdn.com/data/pictures/2/21388722/5a5a85274adca1f64745adec825519aa_featured_v2.jpg
Dhaba - Estd 1986 Delhi,4.5,24.0,"Kebab, Desserts, North Indian","13, Ground Floor, Western Pearl Building, Kondapur, Hyderabad",Hyderabad,/hyderabad/dhaba-estd-1986-delhi-kondapur/info,https://b.zmtcdn.com/data/pictures/6/18385326/1c8ea654e3a7d88275a2f11ecad98b96_featured_v2.jpg
Chili's Grill & Bar,4.2,1752.0,"Mexican, Pizza","Survey 83/1, Plot 9, 10/A 10/B & 8B/2, Raidurg, Serlingampally, Knowledge City, Panmaqtha Village, Circle 20, Hitech City, Hyderabad",Hyderabad,/hyderabad/chilis-grill-bar-hitech-city/info,https://b.zmtcdn.com/data/pictures/2/21519192/d393652a9cdefb7a439af5ab91d9cf9e_featured_v2.jpg
Asembli,4.2,146.0,"South Indian, North Indian, Continental","Door 2-59/97, 92/1 Survey 92/Part, Serlingampally Circle 20, Nanakramguda, Hyderabad",Hyderabad,/hyderabad/asembli-nanakramguda/info,https://b.zmtcdn.com/data/pictures/8/22289538/b317759888f17c3d100ae1d4c6588eeb_o2_featured_v2.jpg
The Happy Yard Bar & Kitchen,4.6,543.0,"South Indian, Chinese, North Indian","Plot 879, CBI Colony, Road 45, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/the-happy-yard-bar-kitchen-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/4/21880264/2ad6418cd421515ee3d80d081d2febb7_featured_v2.jpg
Roastery Coffee House,4.5,17.0,"Cafe, American, Continental","House 418, 8/2/287/12, Road 14, Banjara Hills, Hyderabad",Hyderabad,/hyderabad/roastery-coffee-house-1-banjara-hills/info,https://b.zmtcdn.com/data/pictures/9/18544039/f304fdc127390f18149272e1f216498a_featured_v2.jpg
Skyline Brew Co,4.1,2599.0,Indian,"Above Reliance Digital, 4Th Floor, Plot 4&5, H 2-162/2, BBR Arcade, Q City Gopannapally Road, Gachibowli, Hyderabad",Hyderabad,/hyderabad/skyline-brew-co-gachibowli/info,https://b.zmtcdn.com/data/pictures/7/22232417/78fe93ed9b9f359b4c5e25b1cc565a5b_o2_featured_v2.jpg
Radio Bar,4.6,433.0,"Bar Food, North Indian, Mexican","Ground Floor, Tower 30, Silpa Gram Craft Village, Hitech City, Hyderabad",Hyderabad,/hyderabad/radio-bar-hitech-city/info,https://b.zmtcdn.com/data/pictures/9/21975059/ad38078e9a89847f42d2ec18feda3eef_featured_v2.jpg
Uppu Telugu Kitchen,4.0,933.0,"South Indian, Chinese, Andhra","9-1-167/168, Opposite Deccan Chronicle Office, S D Road, Secunderabad",Hyderabad,/hyderabad/uppu-telugu-kitchen-1-sd-road-secunderabad/info,https://b.zmtcdn.com/data/pictures/7/20816857/a24f7dcec2dddf1555223497489fabbf_featured_v2.jpg
Mazzo - Rooftop Bar,4.2,3636.0,"North Indian, Continental, Italian","Survey 133, Level ST, SLN Terminus, Near Botanical Garden, Kondapur, Hyderabad",Hyderabad,/hyderabad/mazzo-rooftop-bar-kondapur/info,https://b.zmtcdn.com/data/pictures/9/18640259/039c48690c7f685a0d5e53f1f765ac20_featured_v2.jpg
Tap Street Brews,4.4,334.0,"North Indian, Pizza, Biryani","5th Floor, PNR Empire, Hmt Sathavahana Nagar, Raji Reddy Nagar, Kukatpally, Hyderabad",Hyderabad,/hyderabad/tap-street-brews-kukatpally/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
PAUL,4.3,3900.0,"Italian, Mediterranean, Pizza","Unit 13/14/5, Plot 8B/2/ 9/10A/ 10B, Ground Floor, Nexity Tower 10, Serilingampally, Hitech City, Hyderabad",Hyderabad,/hyderabad/paul-hitech-city/info,https://b.zmtcdn.com/data/pictures/4/21528554/463cff05b5ddebb61ad69d1e01a0953f_featured_v2.jpg
Sky Salt,4.2,878.0,Cafe,"H.no. 8-2-293/82/a/806/1, Terrace Of Axis Towers, Road No. 36, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/sky-salt-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/5/21270445/9802ec39c2e630006180520c9a9661fa_featured_v2.jpg
KOKO,4.7,1978.0,"Sushi, Chinese, Japanese","Ground Floor, Tower-30, RMZ Nexity, Silpa Gram Craft Village, Hitech City, Hyderabad",Hyderabad,/hyderabad/koko-hitech-city/info,https://b.zmtcdn.com/data/pictures/5/21494415/6bad41a19f5666ff9fabe8479150cbd3_featured_v2.jpg
Zero40 Brewing,4.9,5982.0,"American, Pizza, North Indian","Door 4-62/2, Gachibowli, Hyderabad",Hyderabad,/hyderabad/zero40-brewing-gachibowli/info,https://b.zmtcdn.com/data/pictures/2/19873462/e8893b275493726e253fe6cc3ad6a8d6_featured_v2.jpg
X Lounge,4.2,1826.0,"Bar Food, Chinese, Fast Food","6th Floor, Phoenix Tower A, Opposite Trident Hotel, Hitech City, Hyderabad",Hyderabad,/hyderabad/x-lounge-hitech-city/info,https://b.zmtcdn.com/data/pictures/6/20418596/2545ff79becf1b2aa3b11bf4f654b89e_featured_v2.jpg
Native South,4.5,716.0,"South Indian, Biryani, Pizza","Floor 4, Anand Mall Narsingi, Gandipet, Hyderabad",Hyderabad,/hyderabad/native-south-1-gandipet/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Olive Bistro & Bar,4.2,4714.0,"Italian, European, Desserts","Road 46, Circle No.10 Old MCH Circle-V Khairatabad, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/olive-bistro-bar-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/6/93766/21e616fdcaa2f0ddabb8d75f9a1a6d79_featured_v2.jpg
Over The Moon Brew Company,4.4,7982.0,"Asian, Continental, North Indian","Plot B 2, 6/1 Quiet Lands, Serlingampally, Circle 20, Hyderabad, Gachibowli, Hyderabad",Hyderabad,/hyderabad/over-the-moon-brew-company-gachibowli/info,https://b.zmtcdn.com/data/pictures/5/18538735/8b9a832c469f1991feaf96ea90774601_o2_featured_v2.jpg
Vault Brewery,4.3,2054.0,"Bar Food, Modern Indian, Salad","Plot 644, Road 36, Near Metro Station Madhapur, Aditya Enclave, Venkatagiri, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/vault-brewery-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/2/21185972/9c5451446fa742c2e042bbd99e02e8f4_featured_v2.jpg
Ohri's Jiva,4.4,5771.0,"North Indian, Rajasthani, South Indian","3rd Block, White House, Greenlands Road, Kundanbagh Colony, Begumpet, Hyderabad",Hyderabad,/hyderabad/ohris-jiva-begumpet/info,https://b.zmtcdn.com/data/pictures/5/92355/320f5c5b04b1e7f6ccd18c4c9198571d_featured_v2.jpg
Firestone Grill,4.4,6222.0,"BBQ, North Indian, South Indian","R-03, 3rd Floor, Lulu Mall, JNTU, Hitech City Road, Kukatpally, Hyderabad, Kukatpally Circle No 24, Hyderabad, Telangana-500072",Hyderabad,/hyderabad/firestone-grill-kukatpally/info,https://b.zmtcdn.com/data/pictures/9/20983729/7845f3ec74a7d30ed8e6c6463ba6c489_featured_v2.jpg
Holm Skybar,4.5,109.0,"South Indian, North Indian, Asian","6th Floor, PNP Towers, Nanakramguda, Financial District, Hyderabad",Hyderabad,/hyderabad/holm-skybar-financial-district/info,https://b.zmtcdn.com/data/pictures/3/22748433/7d769a5b84d406537bdf85a8fe0cccaf_o2_featured_v2.jpg
Flechazo,3.8,3204.0,"North Indian, South Indian, Chinese","Forth Floor, PNR Empire, HMT Sathavahana Nagar, Kukatpally, Hyderabad",Hyderabad,/hyderabad/flechazo-kukatpally/info,https://b.zmtcdn.com/data/pictures/8/20247938/b2bd5e62dfc7f8dcdb9a945942c988a6_o2_featured_v2.jpg
Ishtaa - Pure Veg,4.2,8938.0,"South Indian, North Indian, Chinese","NCC Urban Gardenia, Lumbini Avenue, Diamond Hills, Main Road, Hitech City, Hyderabad",Hyderabad,/hyderabad/ishtaa-pure-veg-hitech-city/info,https://b.zmtcdn.com/data/pictures/0/20307380/9734eb30bed7881395de0c774ea76edc_featured_v2.jpg
Gulaab And  Ghee - Elevated Vegetarian Cuisine,4.2,637.0,"North Indian, Modern Indian, Italian","6-3-1112, Khairatabad Circle 17, Somajiguda, Hyderabad",Hyderabad,/hyderabad/gulaab-and-ghee-elevated-vegetarian-cuisine-somajiguda/info,https://b.zmtcdn.com/data/pictures/9/22216249/48b4198bcf1a33006d731fd7859e4e70_o2_featured_v2.jpg
The Glass Onion,4.2,5496.0,"North Indian, Asian, Fast Food","Madhava Reddy Colony, Boulder Hills, Opposite ISB, Near Infosys, Gachibowli, Hyderabad",Hyderabad,/hyderabad/the-glass-onion-gachibowli/info,https://b.zmtcdn.com/data/pictures/5/18800475/252faf0fc4fc221ecc9930ae9e3e7715_featured_v2.jpg
Flechazo GOLD,3.8,17.0,"South Indian, North Indian, Hyderabadi","2nd Floor, Sun Towers, HUDA Techno Enclave, Sector 1, Near Avasa, Madhapur, Hyderabad",Hyderabad,/hyderabad/flechazo-gold-madhapur/info,https://b.zmtcdn.com/data/pictures/2/18550292/911e1b0732285e34c042565e564717ad_featured_v2.jpg
Pandaga,4.3,4712.0,"South Indian, Chinese, North Indian","102, Third Floor, SSS Square Building, Laxmi Cyber City, Whitefields, Kothaguda X Road, Kondapur, Hyderabad",Hyderabad,/hyderabad/pandaga-1-kondapur/info,https://b.zmtcdn.com/data/pictures/2/21036992/cbeb9b9dd30b6ebbbc915159cf5bfc7a_featured_v2.jpg
Malibu - Cocktail Bar & Kitchen,4.4,2623.0,"Bar Food, North Indian, Italian","Survey 89/2 and 90, Gundlapochampally, Medchal Road, Kompally, Hyderabad",Hyderabad,/hyderabad/malibu-cocktail-bar-kitchen-kompally/info,https://b.zmtcdn.com/data/pictures/8/21212538/c0d70be2266fa7ad1ca411e3c536e713_featured_v2.jpg
Big Bull,4.1,477.0,"Continental, Fast Food, Bar Food","Survey 237, Plot 139, Anvaya Conventions Road, Financial District, Hyderabad",Hyderabad,/hyderabad/big-bull-financial-district/info,https://b.zmtcdn.com/data/pictures/1/21819521/61c5fb8e4ee89e32b7f7cf3a622bdb57_featured_v2.jpg
Roast CCx,4.4,2504.0,"Desserts, Bakery, Coffee","129/73/1, Laxmi Pinnacle, Circle 18, Venkat Nagar, Road 3, Banjara Hills, Hyderabad",Hyderabad,/hyderabad/roast-ccx-banjara-hills/info,https://b.zmtcdn.com/data/pictures/9/21365469/87ee4f5c83bf24027aa28da25efa8f43_featured_v2.jpg
Aaromale,4.5,4933.0,"Cafe, Coffee, Desserts","A 72, Giani Zail Singh Nagar, Road 12, Near Film Nagar, Hyderabad",Hyderabad,/hyderabad/aaromale-film-nagar/info,https://b.zmtcdn.com/data/pictures/0/19219840/8084cf6bf27dbb494b8c33e5aa90146f_featured_v2.jpg
Theth Masala,4.5,16.0,"Mughlai, Kebab, Desserts","11, Ranganath Colony, Gopanpally Thanda, Lingampally, Hyderabad",Hyderabad,/hyderabad/theth-masala-lingampally/info,https://b.zmtcdn.com/data/pictures/0/19340750/690c373069f3b81667dd9e6529046867_featured_v2.jpg
Baan PhadThai,4.5,162.0,"Thai, Beverages","Ground Floor, Octave Unit 3, Sattva Knowledge City, Silpa Gram Craft Village, Hitech City, Hyderabad",Hyderabad,/hyderabad/baan-phadthai-hitech-city/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
IGURU,4.5,2370.0,South Indian,"Arka Kakuth, Unit 2, Ground And First Floor, Behind Q Lanco Hills Road, Khajaguda, Serlingampally Circle 20, Hitech City, Hyderabad",Hyderabad,/hyderabad/iguru-1-hitech-city/info,https://b.zmtcdn.com/data/pictures/8/21180148/e3fb078ea138635d186b2226d7ffaf67_featured_v2.jpg
Scarlett Noir,4.3,50.0,"North Indian, Continental, Asian","Gate 2, 11th Floor, Equinox Tower 4, Lumbini Avenue, Gachibowli, Hyderabad",Hyderabad,/hyderabad/scarlett-noir-hitech-city/info,https://b.zmtcdn.com/data/pictures/3/22744573/4761522d-38c0-4fd6-b3dd-bfea758ac90a_o2_featured_v2.jpg
